"trial_type","trial_index","time_elapsed","internal_node_id","subject","exp_part","BlockNumber","rt","stimulus","key_press","responses","question_order","button_pressed","InformedConsent","InitiationTime","MovementTime","TotalTime","start_time","PointRTLimit","ResponseCorrect","Feedback","TrialPoints","RuleBreak","PoliceCatch","ConformityCritical","PointAdvantage","TargetLocation","BlockadePosition","MouseStartX","MouseStartY","MouseEndX","MouseEndY","ScreenXMax","ScreenYMax","StartLocationX","StartLocationY","TargetLocationX","TargetLocationY","OppositeLocationX","OppositeLocationY","LocationMarkerXSize","LocationMarkerYSize","BlockadeLocationX","BlockadeLocationY","BlockadeXSize","BlockadeYSize","MouseX","MouseY","TrialTimeStamp","Target_Symbol","RuleType","Practice","TrialNumber","TrialNumberBlock","PointSum","RuleBreakRisk"
"rule-violation","29","298908","0.0-2.0-3.0-0.10","byszkmchdc0obfy","practice2","1","","","","","","","","453","582","1035","297657","10000000","true","richtig!","1","false","false","false","1","2","1","608","515.3666687011719","1085","41.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","664,746,845,1029,1143,1180,1162,1147,1132,1118,1103,1100,1099,1098,1097,1097,1095,1095,1095,1094,1093,1090,1087,1085","453.3666687011719,371.3666687011719,289.3666687011719,167.36666870117188,82.36666870117188,5.366668701171875,9.366668701171875,11.366668701171875,8.366668701171875,6.366668701171875,9.366668701171875,11.366668701171875,14.366668701171875,16.366668701171875,19.366668701171875,20.366668701171875,23.366668701171875,25.366668701171875,27.366668701171875,28.366668701171875,30.366668701171875,35.366668701171875,39.366668701171875,41.366668701171875","453,470,485,502,518,719,735,752,768,786,802,819,836,853,868,885,902,918,935,969,985,1002,1019,1035","king","Everyday","2","11","11","",""
"rule-violation","30","303412","0.0-2.0-3.0-0.11","byszkmchdc0obfy","practice2","1","","","","","","","","436","600","1036","302171","10000000","true","richtig!","-20","true","true","true","1","2","2","611","519.3666687011719","1109","56.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","635,663,705,767,843,868,885,915,933,950,964,967,969,970,971,971,972,975,987,1012,1049,1087,1127,1156,1159,1161,1161,1159,1157,1154,1145,1133,1119,1109","485.3666687011719,456.3666687011719,409.3666687011719,361.3666687011719,309.3666687011719,287.3666687011719,274.3666687011719,254.36666870117188,236.36666870117188,216.36666870117188,193.36666870117188,185.36666870117188,182.36666870117188,179.36666870117188,179.36666870117188,177.36666870117188,175.36666870117188,171.36666870117188,159.36666870117188,142.36666870117188,119.36666870117188,94.36666870117188,70.36666870117188,49.366668701171875,47.366668701171875,45.366668701171875,43.366668701171875,43.366668701171875,43.366668701171875,44.366668701171875,48.366668701171875,52.366668701171875,55.366668701171875,56.366668701171875","436,453,470,486,502,519,537,553,569,586,602,619,636,653,669,686,702,719,736,753,770,786,803,819,836,853,870,887,903,919,986,1003,1019,1036","king","Corona","2","12","12","",""
"rule-violation","31","307169","0.0-2.0-3.0-0.12","byszkmchdc0obfy","practice2","1","","","","","","","","471","399","870","306084","10000000","true","richtig!","10","false","false","false","10","2","1","599","522.3666687011719","1106","56.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","636,693,770,849,959,1043,1101,1147,1169,1176,1177,1173,1166,1154,1144,1141,1141,1135,1129,1120,1115,1111,1106","478.3666687011719,413.3666687011719,339.3666687011719,270.3666687011719,152.36666870117188,81.36666870117188,35.366668701171875,13.366668701171875,3.366668701171875,1.366668701171875,1.366668701171875,3.366668701171875,6.366668701171875,10.366668701171875,13.366668701171875,13.366668701171875,14.366668701171875,23.366668701171875,34.366668701171875,43.366668701171875,49.366668701171875,51.366668701171875,56.366668701171875","471,488,505,522,537,555,572,587,604,621,637,654,671,688,705,721,771,788,804,821,837,854,870","king","Corona","2","13","13","",""
"rule-violation","32","310668","0.0-2.0-3.0-0.13","byszkmchdc0obfy","practice2","1","","","","","","","","408","83","491","309962","10000000","true","richtig!","10","true","false","true","10","1","1","598","507.3666687011719","112","62.366668701171875","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","551,445,351,257,170,112","437.3666687011719,300.3666687011719,229.36666870117188,165.36666870117188,106.36666870117188,62.366668701171875","408,424,441,458,474,491","king","Everyday","2","14","14","",""
"rule-violation","33","314619","0.0-2.0-3.0-0.14","byszkmchdc0obfy","practice2","1","","","","","","","","452","300","752","313667","0","true","richtig!","0","false","false","false","1","2","1","600","507.3666687011719","1083","81.36666870117188","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","611,637,722,799,877,943,997,1049,1081,1085,1085,1085,1085,1084,1084,1083","495.3666687011719,471.3666687011719,394.3666687011719,333.3666687011719,266.3666687011719,203.36666870117188,155.36666870117188,121.36666870117188,95.36666870117188,90.36666870117188,89.36666870117188,89.36666870117188,86.36666870117188,85.36666870117188,85.36666870117188,81.36666870117188","452,468,486,502,518,534,552,568,585,602,618,684,701,717,734,752","pawn","Corona","2","15","15","",""
"rule-violation","34","318259","0.0-2.0-3.0-0.15","byszkmchdc0obfy","practice2","1","","","","","","","","501","466","967","317067","10000000","true","richtig!","-20","true","true","true","10","2","2","621","522.3666687011719","1102","55.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","637,652,681,723,766,820,910,980,1050,1111,1154,1175,1181,1182,1173,1149,1133,1118,1102","502.3666687011719,482.3666687011719,447.3666687011719,403.3666687011719,364.3666687011719,307.3666687011719,206.36666870117188,145.36666870117188,101.36666870117188,75.36666870117188,65.36666870117188,61.366668701171875,59.366668701171875,59.366668701171875,61.366668701171875,61.366668701171875,57.366668701171875,56.366668701171875,55.366668701171875","501,517,533,550,566,584,600,617,634,650,667,683,700,717,900,916,934,951,967","pawn","Everyday","2","16","16","",""
"rule-violation","35","321788","0.0-2.0-3.0-0.16","byszkmchdc0obfy","practice2","1","","","","","","","","349","332","681","320884","0","true","richtig!","0","false","false","false","10","1","2","607","502.3666687011719","146","64.36666870117188","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","592,565,494,421,351,259,203,177,169,167,159,146","481.3666687011719,430.3666687011719,365.3666687011719,285.3666687011719,209.36666870117188,111.36666870117188,60.366668701171875,32.366668701171875,22.366668701171875,27.366668701171875,47.366668701171875,64.36666870117188","349,365,381,398,414,432,448,465,481,648,664,681","pawn","Corona","2","17","17","",""
"rule-violation","36","325689","0.0-2.0-3.0-0.17","byszkmchdc0obfy","practice2","1","","","","","","","","308","615","923","324556","10000000","true","richtig!","-20","true","true","true","1","2","2","614","523.3666687011719","1088","59.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","612,647,703,773,846,922,1003,1025,1034,1035,1035,1027,1023,1021,1019,1021,1024,1029,1037,1050,1063,1088","523.3666687011719,489.3666687011719,432.3666687011719,365.3666687011719,286.3666687011719,219.36666870117188,153.36666870117188,141.36666870117188,137.36666870117188,135.36666870117188,132.36666870117188,128.36666870117188,127.36666870117188,126.36666870117188,126.36666870117188,123.36666870117188,117.36666870117188,111.36666870117188,102.36666870117188,90.36666870117188,77.36666870117188,59.366668701171875","308,542,558,574,591,608,624,641,658,675,691,707,724,741,758,824,841,857,874,890,907,923","king","Everyday","2","18","18","",""
"rule-violation","37","329249","0.0-2.0-3.0-0.18","byszkmchdc0obfy","practice2","1","","","","","","","","311","383","694","328335","0","true","richtig!","0","false","false","false","1","1","2","611","508.3666687011719","143","75.36666870117188","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","597,577,494,420,339,271,215,190,177,173,171,169,169,168,165,163,160,157,155,155,153,143","490.3666687011719,453.3666687011719,357.3666687011719,305.3666687011719,239.36666870117188,191.36666870117188,157.36666870117188,137.36666870117188,119.36666870117188,112.36666870117188,109.36666870117188,105.36666870117188,105.36666870117188,104.36666870117188,101.36666870117188,99.36666870117188,95.36666870117188,93.36666870117188,91.36666870117188,90.36666870117188,88.36666870117188,75.36666870117188","311,327,344,361,377,393,411,427,444,461,477,494,511,527,543,561,577,594,611,661,677,694","pawn","Corona","2","19","19","",""
"rule-violation","38","333439","0.0-2.0-3.0-0.19","byszkmchdc0obfy","practice2","1","","","","","","","","327","699","1026","332184","10000000","true","richtig!","-20","true","true","true","1","1","1","609","519.3666687011719","112","67.36666870117188","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","584,525,403,322,235,179,142,113,96,87,84,82,79,76,78,82,87,94,97,100,101,102,112","489.3666687011719,431.3666687011719,331.3666687011719,255.36666870117188,187.36666870117188,136.36666870117188,104.36666870117188,88.36666870117188,75.36666870117188,67.36666870117188,65.36666870117188,63.366668701171875,60.366668701171875,57.366668701171875,59.366668701171875,61.366668701171875,63.366668701171875,65.36666870117188,66.36666870117188,67.36666870117188,67.36666870117188,67.36666870117188,67.36666870117188","327,344,359,376,393,409,426,444,460,476,493,560,577,593,759,776,792,809,826,843,860,1010,1026","king","Everyday","2","20","20","",""
"rule-violation","39","343361","0.0-2.0-3.0-0.20","byszkmchdc0obfy","practice2","1","","","","","","","","327","367","694","342446","10000000","true","richtig!","10","false","false","false","10","1","2","617","519.3666687011719","145","73.36666870117188","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","587,549,482,401,333,259,207,194,187,185,183,179,176,174,173,171,168,165,161,157,151,149,145","483.3666687011719,435.3666687011719,362.3666687011719,293.3666687011719,239.36666870117188,192.36666870117188,152.36666870117188,139.36666870117188,130.36666870117188,126.36666870117188,123.36666870117188,118.36666870117188,111.36666870117188,109.36666870117188,105.36666870117188,103.36666870117188,100.36666870117188,97.36666870117188,90.36666870117188,85.36666870117188,79.36666870117188,75.36666870117188,73.36666870117188","327,343,360,376,393,409,426,443,460,476,493,509,527,544,560,576,593,610,626,644,660,676,694","king","Corona","2","21","21","",""
"rule-violation","40","346642","0.0-2.0-3.0-0.21","byszkmchdc0obfy","practice2","1","","","","","","","","389","134","523","345915","10000000","true","richtig!","10","false","false","false","10","2","1","599","520.3666687011719","1074","70.36666870117188","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","641,694,740,807,871,935,1031,1059,1074","474.3666687011719,431.3666687011719,383.3666687011719,313.3666687011719,247.36666870117188,190.36666870117188,113.36666870117188,87.36666870117188,70.36666870117188","389,406,423,439,455,472,489,506,523","pawn","Everyday","2","22","22","",""
"rule-violation","41","350725","0.0-2.0-3.0-0.22","byszkmchdc0obfy","practice2","1","","","","","","","","394","999","1393","349125","10000000","false","falsch!","0","true","false","false","1","1","2","623","514.3666687011719","1085","57.366668701171875","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","576,531,472,409,377,345,323,315,322,363,416,493,587,667,755,829,897,917,925,925,926,931,954,972,999,1054,1085","455.3666687011719,412.3666687011719,362.3666687011719,317.3666687011719,284.3666687011719,253.36666870117188,235.36666870117188,227.36666870117188,227.36666870117188,235.36666870117188,247.36666870117188,260.3666687011719,270.3666687011719,275.3666687011719,278.3666687011719,274.3666687011719,269.3666687011719,265.3666687011719,263.3666687011719,263.3666687011719,260.3666687011719,241.36666870117188,188.36666870117188,152.36666870117188,122.36666870117188,78.36666870117188,57.366668701171875","394,411,428,445,462,478,495,512,545,561,577,595,611,628,646,661,678,694,711,727,1294,1311,1328,1345,1361,1377,1393","pawn","Everyday","2","23","23","",""
"rule-violation","42","354174","0.0-2.0-3.0-0.23","byszkmchdc0obfy","practice2","1","","","","","","","","352","316","668","353299","10000000","true","richtig!","10","true","false","true","10","1","1","607","515.3666687011719","125","74.36666870117188","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","598,537,461,369,282,205,150,119,97,87,85,85,87,88,91,95,99,105,113,125","503.3666687011719,445.3666687011719,391.3666687011719,327.3666687011719,270.3666687011719,204.36666870117188,166.36666870117188,145.36666870117188,127.36666870117188,119.36666870117188,116.36666870117188,113.36666870117188,111.36666870117188,110.36666870117188,107.36666870117188,104.36666870117188,99.36666870117188,93.36666870117188,85.36666870117188,74.36666870117188","352,369,385,401,419,435,452,468,485,501,519,535,551,568,585,602,619,635,651,668","pawn","Corona","2","24","24","",""
"rule-violation","43","357399","0.0-2.0-3.0-0.24","byszkmchdc0obfy","practice2","1","","","","","","","","384","117","501","356682","10000000","true","richtig!","10","true","false","true","10","1","1","604","515.3666687011719","137","71.36666870117188","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","571,501,429,349,278,216,164,137","461.3666687011719,391.3666687011719,328.3666687011719,268.3666687011719,199.36666870117188,143.36666870117188,97.36666870117188,71.36666870117188","384,400,418,434,451,468,484,501","king","Corona","2","25","25","",""
"rule-violation","44","361620","0.0-2.0-3.0-0.25","byszkmchdc0obfy","practice2","1","","","","","","","","499","734","1233","360182","10000000","true","richtig!","10","true","false","true","10","2","2","607","518.3666687011719","1107","81.36666870117188","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","647,697,738,807,872,955,1033,1101,1116,1122,1123,1118,1114,1113,1111,1111,1109,1108,1107,1107,1107,1107,1107,1107,1107","480.3666687011719,437.3666687011719,385.3666687011719,316.3666687011719,256.3666687011719,191.36666870117188,142.36666870117188,100.36666870117188,93.36666870117188,90.36666870117188,89.36666870117188,92.36666870117188,93.36666870117188,93.36666870117188,93.36666870117188,92.36666870117188,91.36666870117188,89.36666870117188,87.36666870117188,87.36666870117188,86.36666870117188,85.36666870117188,85.36666870117188,83.36666870117188,81.36666870117188","499,516,532,549,566,582,598,616,633,649,666,732,749,766,783,799,882,899,916,933,1082,1098,1198,1215,1233","king","Everyday","2","26","26","",""
"rule-violation","45","365648","0.0-2.0-3.0-0.26","byszkmchdc0obfy","practice2","1","","","","","","","","501","399","900","364529","0","true","richtig!","0","true","false","true","10","2","2","615","514.3666687011719","1079","70.36666870117188","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","619,629,658,689,718,759,845,895,950,989,1007,1015,1016,1016,1017,1019,1022,1027,1032,1039,1055,1067,1079","499.3666687011719,486.3666687011719,451.3666687011719,403.3666687011719,350.3666687011719,290.3666687011719,200.36666870117188,162.36666870117188,135.36666870117188,115.36666870117188,110.36666870117188,107.36666870117188,105.36666870117188,104.36666870117188,101.36666870117188,99.36666870117188,95.36666870117188,93.36666870117188,89.36666870117188,86.36666870117188,81.36666870117188,77.36666870117188,70.36666870117188","483,501,517,534,551,567,583,600,617,633,651,667,684,750,767,783,800,817,833,850,867,883,900","king","Corona","2","27","27","",""
"rule-violation","46","369068","0.0-2.0-3.0-0.27","byszkmchdc0obfy","practice2","1","","","","","","","","420","100","520","368324","10000000","true","richtig!","1","true","false","true","1","1","1","608","505.3666687011719","133","66.36666870117188","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","550,439,348,259,197,153,133","424.3666687011719,299.3666687011719,228.36666870117188,169.36666870117188,121.36666870117188,87.36666870117188,66.36666870117188","419,436,453,470,486,504,520","king","Corona","2","28","28","",""
"rule-violation","47","372908","0.0-2.0-3.0-0.28","byszkmchdc0obfy","practice2","1","","","","","","","","450","451","901","371792","10000000","true","richtig!","1","true","false","true","1","1","1","622","511.3666687011719","108","50.366668701171875","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","596,533,401,314,231,170,119,87,73,64,63,63,63,63,63,66,74,86,103,108","478.3666687011719,417.3666687011719,315.3666687011719,247.36666870117188,181.36666870117188,132.36666870117188,89.36666870117188,65.36666870117188,50.366668701171875,38.366668701171875,35.366668701171875,35.366668701171875,34.366668701171875,33.366668701171875,33.366668701171875,34.366668701171875,38.366668701171875,43.366668701171875,48.366668701171875,50.366668701171875","450,467,483,500,516,533,550,567,583,599,617,633,700,717,733,834,850,866,884,901","pawn","Corona","2","29","29","",""
"rule-violation","48","377214","0.0-2.0-3.0-0.29","byszkmchdc0obfy","practice2","1","","","","","","","","501","467","968","376039","10000000","true","richtig!","1","false","false","false","1","2","1","601","513.3666687011719","1090","45.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","615,640,683,723,761,803,853,892,949,986,1029,1048,1065,1081,1098,1103,1102,1098,1093,1090","499.3666687011719,475.3666687011719,429.3666687011719,389.3666687011719,330.3666687011719,270.3666687011719,213.36666870117188,173.36666870117188,131.36666870117188,108.36666870117188,71.36666870117188,52.366668701171875,38.366668701171875,24.366668701171875,5.366668701171875,0.366668701171875,12.366668701171875,26.366668701171875,37.366668701171875,45.366668701171875","501,518,535,551,567,585,601,618,634,651,668,685,701,718,734,751,918,935,952,968","pawn","Everyday","2","30","30","",""
"rule-violation","49","380849","0.0-2.0-3.0-0.30","byszkmchdc0obfy","practice2","1","","","","","","","","610","216","826","379795","10000000","true","richtig!","10","false","false","false","10","2","1","611","506.3666687011719","1086","81.36666870117188","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","633,669,712,763,818,871,927,977,1033,1058,1074,1082,1085,1086","435.3666687011719,381.3666687011719,325.3666687011719,273.3666687011719,220.36666870117188,181.36666870117188,147.36666870117188,126.36666870117188,108.36666870117188,98.36666870117188,91.36666870117188,86.36666870117188,83.36666870117188,81.36666870117188","610,626,644,660,677,694,710,727,744,760,777,794,811,826","pawn","Corona","2","31","31","",""
"rule-violation","50","384743","0.0-2.0-3.0-0.31","byszkmchdc0obfy","practice2","1","","","","","","","","383","367","750","383771","10000000","true","richtig!","10","false","false","false","10","1","2","607","519.3666687011719","137","55.366668701171875","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","574,532,475,379,323,265,224,201,185,183,181,181,181,178,175,173,172,171,169,159,148,137","463.3666687011719,403.3666687011719,331.3666687011719,229.36666870117188,173.36666870117188,131.36666870117188,100.36666870117188,83.36666870117188,69.36666870117188,67.36666870117188,64.36666870117188,61.366668701171875,61.366668701171875,59.366668701171875,59.366668701171875,58.366668701171875,58.366668701171875,58.366668701171875,59.366668701171875,59.366668701171875,57.366668701171875,55.366668701171875","383,399,417,433,450,466,483,500,517,532,550,566,583,599,617,633,649,666,699,716,733,750","pawn","Everyday","2","32","32","",""
"html-keyboard-response","51","398219","0.0-3.0-0.0","byszkmchdc0obfy","instruction","1","13474","<div align=left><b>Super!</b> Nun startet das Hauptexperiment. <br><br> Sie starten mit 0 Punkten. <b>Ab jetzt zählen alle Punkte, die Sie gewinnen oder verlieren. </b><br>Nach einigen Durchgängen gibt es jeweils eine Pause, in der Ihnen der aktuelle Punktestand angezeigt wird. <br>Denken Sie daran, Sie erhalten nur Punkte, wenn Sie sowohl <b>schnell als auch richtig</b> reagieren! <br><br>Drücken Sie ENTER um mit dem Experiment zu beginnen.","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rule-violation","52","403099","0.0-3.0-1.0-0.0-0.0","byszkmchdc0obfy","main","1","","","","","","","","444","350","794","402085","642.2666666666667","true","richtig!","0","false","false","false","10","2","1","613","519.3666687011719","1073","41.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","639,686,750,821,865,921,974,1019,1043,1055,1056,1057,1066,1073","475.3666687011719,409.3666687011719,317.3666687011719,194.36666870117188,136.36666870117188,95.36666870117188,61.366668701171875,43.366668701171875,37.366668701171875,31.366668701171875,30.366668701171875,30.366668701171875,37.366668701171875,41.366668701171875","444,460,477,493,510,527,544,560,577,593,610,761,777,794","king","Everyday","0","1","1","0","15%"
"rule-violation","53","406678","0.0-3.0-1.0-0.0-0.1","byszkmchdc0obfy","main","1","","","","","","","","548","333","881","405579","642.2666666666667","true","richtig!","-20","true","true","true","1","2","2","611","511.3666687011719","1086","77.36666870117188","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","607,604,601,599,603,616,637,662,698,780,809,893,947,999,1023,1039,1055,1059,1060,1061,1062,1069,1077,1081,1084,1086","505.3666687011719,502.3666687011719,499.3666687011719,499.3666687011719,496.3666687011719,486.3666687011719,465.3666687011719,431.3666687011719,397.3666687011719,340.3666687011719,321.3666687011719,257.3666687011719,221.36666870117188,184.36666870117188,165.36666870117188,152.36666870117188,137.36666870117188,132.36666870117188,130.36666870117188,127.36666870117188,124.36666870117188,114.36666870117188,102.36666870117188,91.36666870117188,83.36666870117188,77.36666870117188","349,365,382,399,531,548,566,582,598,615,631,649,665,682,699,714,731,748,765,781,799,814,831,848,865,881","pawn","Corona","0","2","2","-20","15%"
"rule-violation","54","410259","0.0-3.0-1.0-0.0-0.2","byszkmchdc0obfy","main","1","","","","","","","","437","165","602","409439","642.2666666666667","true","richtig!","10","true","false","true","10","2","2","599","504.3666687011719","1070","55.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","622,639,693,786,848,907,968,1009,1035,1061,1070","481.3666687011719,459.3666687011719,392.3666687011719,286.3666687011719,220.36666870117188,172.36666870117188,119.36666870117188,90.36666870117188,74.36666870117188,59.366668701171875,55.366668701171875","437,453,469,486,503,519,536,553,570,586,602","pawn","Corona","0","3","3","-10","15%"
"rule-violation","55","413778","0.0-3.0-1.0-0.0-0.3","byszkmchdc0obfy","main","1","","","","","","","","448","283","731","412826","642.2666666666667","true","richtig!","0","false","false","false","10","2","1","603","509.3666687011719","1069","49.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","617,643,707,766,819,875,932,978,1018,1055,1067,1068,1069","501.3666687011719,482.3666687011719,413.3666687011719,353.3666687011719,282.3666687011719,210.36666870117188,149.36666870117188,109.36666870117188,75.36666870117188,51.366668701171875,49.366668701171875,49.366668701171875,49.366668701171875","448,465,481,498,514,532,548,565,581,598,615,632,731","king","Corona","0","4","4","-10","15%"
"rule-violation","56","417479","0.0-3.0-1.0-0.0-0.4","byszkmchdc0obfy","main","1","","","","","","","","463","365","828","416427","642.2666666666667","true","richtig!","0","false","false","false","1","2","1","604","516.3666687011719","1069","73.36666870117188","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","654,717,817,873,927,993,1036,1060,1073,1073,1071,1054,1049,1048,1047,1049,1051,1053,1055,1058,1064,1069","472.3666687011719,423.3666687011719,344.3666687011719,289.3666687011719,227.36666870117188,177.36666870117188,141.36666870117188,123.36666870117188,112.36666870117188,111.36666870117188,113.36666870117188,121.36666870117188,123.36666870117188,123.36666870117188,119.36666870117188,113.36666870117188,109.36666870117188,106.36666870117188,104.36666870117188,98.36666870117188,85.36666870117188,73.36666870117188","463,479,494,512,528,545,562,578,595,612,645,662,678,695,712,728,744,761,778,794,812,828","pawn","Everyday","0","5","5","-10","15%"
"rule-violation","57","421158","0.0-3.0-1.0-0.0-0.5","byszkmchdc0obfy","main","1","","","","","","","","465","400","865","420072","642.2666666666667","true","richtig!","0","false","false","false","10","2","1","608","516.3666687011719","1087","79.36666870117188","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","657,749,813,890,957,1029,1099,1127,1149,1158,1159,1158,1157,1147,1141,1134,1117,1105,1095,1091,1087","477.3666687011719,412.3666687011719,384.3666687011719,345.3666687011719,305.3666687011719,247.36666870117188,180.36666870117188,155.36666870117188,138.36666870117188,130.36666870117188,127.36666870117188,127.36666870117188,126.36666870117188,115.36666870117188,109.36666870117188,105.36666870117188,99.36666870117188,95.36666870117188,88.36666870117188,83.36666870117188,79.36666870117188","465,481,499,515,532,548,565,581,598,614,631,681,731,748,764,781,798,815,831,848,865","pawn","Everyday","0","6","6","-10","15%"
"rule-violation","58","424542","0.0-3.0-1.0-0.0-0.6","byszkmchdc0obfy","main","1","","","","","","","","424","334","758","423578","642.2666666666667","true","richtig!","0","true","false","true","10","1","1","607","504.3666687011719","126","77.36666870117188","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","557,485,387,291,199,137,129,127,127,127,127,127,126","448.3666687011719,379.3666687011719,303.3666687011719,223.36666870117188,165.36666870117188,131.36666870117188,121.36666870117188,116.36666870117188,115.36666870117188,114.36666870117188,108.36666870117188,93.36666870117188,77.36666870117188","424,441,458,473,491,508,525,541,557,575,725,741,758","king","Corona","0","7","7","-10","15%"
"rule-violation","59","427738","0.0-3.0-1.0-0.0-0.7","byszkmchdc0obfy","main","1","","","","","","","","446","83","529","426989","642.2666666666667","true","richtig!","10","false","false","false","10","1","2","613","516.3666687011719","119","64.36666870117188","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","591,538,453,293,189,119","489.3666687011719,425.3666687011719,338.3666687011719,199.36666870117188,120.36666870117188,64.36666870117188","446,462,478,495,512,529","pawn","Corona","0","8","8","0","15%"
"rule-violation","60","431122","0.0-3.0-1.0-0.0-0.8","byszkmchdc0obfy","main","1","","","","","","","","460","84","544","430372","642.2666666666667","true","richtig!","10","false","false","false","10","1","2","612","523.3666687011719","135","75.36666870117188","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","583,507,414,311,206,135","502.3666687011719,424.3666687011719,333.3666687011719,241.36666870117188,147.36666870117188,75.36666870117188","460,478,495,511,528,544","king","Everyday","0","9","9","10","15%"
"rule-violation","61","434908","0.0-3.0-1.0-0.0-0.9","byszkmchdc0obfy","main","1","","","","","","","","526","616","1142","433539","642.2666666666667","true","richtig!","0","false","false","false","10","1","2","607","516.3666687011719","127","50.366668701171875","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","575,519,424,325,223,101,103,108,109,109,109,111,113,114,115,115,115,118,121,127","460.3666687011719,383.3666687011719,281.3666687011719,172.36666870117188,89.36666870117188,15.366668701171875,18.366668701171875,22.366668701171875,24.366668701171875,25.366668701171875,25.366668701171875,27.366668701171875,28.366668701171875,30.366668701171875,31.366668701171875,31.366668701171875,32.366668701171875,35.366668701171875,39.366668701171875,50.366668701171875","526,542,559,575,592,909,925,942,959,976,992,1009,1026,1042,1059,1076,1091,1108,1126,1142","king","Corona","0","10","10","10","15%"
